,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,is_drift,batch_id
554,3,40.434909,0,0,5078.414762,4,-1,3,3,0,3,0,43.546206,1,0,0,2,1.0,1,1,1,1
555,2,42.645108,4,0,1126.716429,4,3,2,2,0,2,1,32.499226,1,0,3,1,2.0,0,1,1,1
556,3,35.807275,2,0,5663.255891,4,2,3,2,0,3,1,28.320212,1,-1,0,2,2.0,-1,1,1,1
557,1,22.086928,2,10,3391.942603,4,2,3,1,0,1,1,58.982091,1,1,1,1,1.0,-1,1,1,1
558,3,37.76575,4,4,15148.962699,0,3,3,2,0,2,1,31.472275,1,1,1,2,1.0,-1,0,1,1
559,3,26.152424,4,4,1593.855067,0,1,3,1,0,2,0,26.758366,1,1,1,1,1.0,0,1,1,1
560,1,12.92571,2,10,3691.816737,0,1,1,1,0,1,2,54.194993,-1,1,0,1,1.0,0,1,1,1
561,2,12.04503,2,4,934.069178,0,4,3,2,0,3,2,41.665169,0,1,1,2,1.0,1,0,1,1
562,3,13.555021,2,5,715.700124,0,-1,2,2,0,0,0,21.98211,1,-1,0,2,2.0,-1,1,1,1
563,3,24.533092,2,4,1050.127098,4,-1,1,2,0,2,0,56.719067,1,1,0,2,2.0,-1,1,1,1
564,3,23.469603,2,4,7635.884861,0,4,3,2,0,3,3,59.751975,1,0,0,2,1.0,1,1,1,1
565,3,19.799679,4,1,4614.503231,4,2,0,2,0,3,2,35.765495,1,-1,0,2,1.0,1,1,1,1
566,0,7.843752,4,0,1052.137553,0,2,2,1,0,3,0,24.734028,1,1,1,2,2.0,0,1,1,1
567,3,13.555021,2,5,715.700124,0,-1,2,2,0,0,0,21.98211,1,-1,0,2,2.0,-1,1,1,1
568,1,23.93578,2,2,2442.274433,0,-1,3,1,0,1,0,23.779922,2,1,0,2,1.0,1,1,1,1
569,3,23.369691,2,0,9957.65426,0,1,1,2,0,0,2,31.507782,2,1,0,1,2.0,0,1,1,1
570,3,26.274877,1,10,1595.54017,0,-1,3,2,0,2,3,35.236563,-1,-1,0,2,2.0,1,1,1,1
571,3,22.964001,4,1,2816.161508,3,3,3,2,0,0,2,69.249655,1,1,1,3,2.0,-1,1,1,1
572,3,33.584474,2,7,6126.253902,0,-1,2,1,0,1,3,50.901413,-1,2,0,3,1.0,1,1,1,1
573,3,12.159075,2,1,1588.057092,4,4,2,2,0,1,0,40.765264,0,1,0,3,1.0,1,1,1,1
574,1,15.03246,2,3,2485.590174,4,0,3,2,0,0,2,52.549868,1,1,0,3,1.0,1,1,1,1
575,0,21.343556,2,4,13255.567015,0,3,1,2,0,3,3,29.068103,1,2,0,3,1.0,-1,1,1,1
576,0,15.038071,4,1,1835.181192,1,1,1,0,0,2,1,35.091648,0,1,1,2,1.0,1,1,1,1
577,2,30.552863,4,3,8883.61522,1,1,3,1,0,2,0,33.255386,-1,1,3,3,1.0,0,1,1,1
578,0,18.320792,4,3,7374.105357,0,2,1,3,0,3,3,60.208427,1,-1,1,2,1.0,1,1,1,1
579,0,51.392022,2,0,11391.484063,4,2,3,2,0,3,3,25.312855,-1,2,0,2,1.0,1,1,1,1
580,1,25.117708,2,4,1255.622662,3,2,3,3,0,0,0,36.868771,1,-1,0,2,1.0,1,1,1,1
581,2,7.767031,3,4,1119.57678,4,2,1,2,0,0,1,32.086565,1,1,0,2,1.0,-1,1,1,1
582,0,11.789187,2,3,822.788342,0,2,0,3,1,1,3,27.722394,-1,2,0,2,1.0,0,1,1,1
583,0,17.240882,1,0,1321.241126,1,4,1,2,0,3,2,34.794719,1,1,1,3,1.0,-1,1,1,1
584,1,17.569042,3,0,11132.774506,1,3,1,2,0,2,3,42.694287,1,2,0,2,1.0,-1,1,1,1
585,0,12.117505,2,1,692.940725,0,2,3,2,0,3,1,26.063269,1,1,0,1,1.0,-1,1,1,1
586,1,24.587163,4,3,2284.00141,4,3,3,0,0,2,2,40.257915,-1,1,1,2,1.0,1,1,1,1
587,3,12.11814,0,3,809.190627,0,1,3,2,0,3,0,21.733115,1,1,1,3,1.0,1,1,1,1
588,3,12.215512,4,4,1161.654338,1,1,3,1,0,2,1,28.641508,-1,1,1,1,1.0,-1,1,1,1
589,3,20.791066,2,4,177.75022,4,4,3,0,0,2,0,39.033266,0,1,0,1,1.0,0,1,1,1
590,3,17.335795,2,10,2015.596678,4,3,2,2,0,0,2,28.863589,1,1,0,3,1.0,1,1,1,1
591,3,11.528624,3,0,1168.722566,1,2,3,2,0,3,2,35.622994,1,1,1,2,1.0,0,1,1,1
592,3,12.09606,3,0,1692.307582,2,2,3,1,2,1,2,26.886522,2,1,1,1,1.0,0,1,1,1
593,1,45.510584,1,7,1405.59963,0,2,3,3,0,2,2,31.4663,0,1,1,2,1.0,-1,1,1,1
594,1,7.587567,2,4,1238.96734,1,-1,1,1,0,2,1,40.88299,1,0,0,2,1.0,0,1,1,1
595,3,18.208753,4,4,3649.937695,4,4,2,2,0,3,0,54.668624,1,1,1,2,1.0,1,1,1,1
596,1,22.851075,4,4,7759.882813,0,4,0,2,0,1,3,41.024503,1,2,1,2,2.0,0,1,1,1
597,3,24.370544,4,4,3640.951779,4,2,2,2,1,0,2,39.36805,1,1,2,2,1.0,0,1,1,1
598,0,40.891612,1,1,10612.398441,0,0,1,2,0,1,2,31.548047,1,0,1,3,2.0,0,1,1,1
599,3,19.929057,4,2,2326.669577,0,1,3,2,0,2,3,27.224749,1,2,2,3,1.0,1,1,1,1
600,1,45.958234,4,0,3672.060053,1,-1,2,0,1,1,2,25.61365,1,1,1,2,1.0,0,1,1,1
601,2,42.645108,4,0,1126.716429,4,3,2,2,0,2,1,32.499226,1,0,3,1,2.0,0,1,1,1
602,3,12.416756,2,4,1497.199008,4,1,3,2,0,0,0,28.749942,-1,1,0,2,1.0,1,1,1,1
603,1,11.921931,4,1,2407.691655,4,3,3,2,0,3,2,33.212499,1,1,0,2,2.0,1,1,1,1
604,0,56.490528,4,2,7357.551741,2,4,1,2,2,3,3,33.150759,1,2,0,2,1.0,1,1,1,1
605,1,24.056944,2,4,2022.908873,0,2,3,1,0,1,0,29.471283,1,1,0,2,1.0,0,1,1,1
606,3,24.235814,2,4,1076.533416,0,2,2,2,0,3,1,28.271626,1,0,0,1,1.0,0,1,1,1
607,3,26.274877,1,10,1595.54017,0,-1,3,2,0,2,3,35.236563,-1,-1,0,2,2.0,1,1,1,1
608,0,6.227421,2,3,1979.751107,0,4,3,1,0,2,3,58.194632,2,1,0,2,1.0,1,1,1,1
609,1,4.673883,2,4,1021.338109,0,4,0,1,0,3,2,42.763841,0,-1,0,2,1.0,0,1,1,1
610,3,23.208757,2,0,3656.852277,0,2,3,1,0,1,1,26.564714,1,-1,0,2,1.0,1,1,1,1
611,0,46.466241,4,3,-993.21519,0,4,0,2,0,3,0,57.483297,1,1,0,3,1.0,-1,1,1,1
612,1,23.550077,2,4,9666.391412,1,-1,2,2,0,0,3,33.300258,2,-1,0,2,1.0,1,1,1,1
613,2,42.175522,2,3,3815.153957,4,3,3,2,0,2,3,21.58737,1,2,1,2,1.0,1,1,1,1
614,2,48.386189,2,0,12529.192402,1,1,3,3,0,3,0,35.402043,1,1,0,2,1.0,0,1,1,1
615,0,15.256071,2,1,1936.53221,0,3,2,1,0,1,2,59.990543,-1,-1,0,3,1.0,1,1,1,1
616,0,8.47934,2,4,1030.670426,0,3,3,1,0,3,0,32.709672,1,1,0,3,1.0,-1,1,1,1
617,1,29.213691,2,3,15227.853247,3,2,0,1,0,1,2,30.711983,1,1,0,2,1.0,0,1,1,1
618,3,24.358262,2,0,10247.089018,4,3,2,2,0,2,2,35.002517,-1,1,0,2,1.0,0,1,1,1
619,1,11.865612,2,1,3924.72869,0,-1,3,1,0,1,0,43.805761,1,1,0,3,1.0,1,1,1,1
620,3,24.787218,1,4,1838.209906,0,-1,0,1,2,3,0,25.170799,0,1,3,2,1.0,1,1,1,1
621,0,23.458714,2,0,3248.333105,0,2,2,1,0,2,1,23.396858,1,1,0,3,1.0,1,1,1,1
622,2,20.350524,4,0,2451.991594,0,2,3,1,0,1,2,19.223524,0,1,0,1,1.0,0,1,1,1
623,1,32.025095,2,10,4340.331449,4,2,2,2,0,3,2,61.682672,1,0,0,2,1.0,-1,1,1,1
624,3,7.7462,2,1,3753.896797,4,2,0,2,0,3,0,25.460505,1,1,0,2,1.0,-1,1,1,1
625,3,8.031398,2,3,1376.00423,3,2,1,2,0,1,2,38.864881,1,1,0,2,1.0,0,1,1,1
626,1,14.634775,0,0,3764.847206,0,3,1,1,0,3,1,24.647977,1,1,0,2,1.0,1,1,1,1
627,3,6.082959,1,10,1323.584467,0,3,0,1,0,3,2,24.817254,2,1,0,2,1.0,1,1,1,1
628,3,16.462946,2,4,2605.606687,4,4,2,2,0,3,2,27.724797,1,0,0,2,1.0,1,1,1,1
629,0,43.580857,1,0,7121.339478,0,2,0,1,0,3,1,62.694037,0,1,0,2,2.0,0,1,1,1
630,1,36.763507,2,1,10183.194795,0,-1,3,2,2,2,3,40.546608,0,0,0,2,2.0,1,1,1,1
631,2,11.923473,1,6,527.807856,0,-1,3,2,0,3,1,43.739166,2,0,0,1,1.0,0,1,1,1
632,1,16.742965,2,3,6573.853481,4,1,1,2,0,0,1,27.766373,1,1,0,3,2.0,0,1,1,1
633,3,25.800728,0,4,8701.912666,4,2,2,1,0,1,2,25.596948,1,1,1,2,1.0,0,1,1,1
634,0,16.867078,0,0,3843.469691,0,4,3,3,2,2,3,42.668434,2,2,2,2,1.0,0,1,1,1
635,1,11.973272,2,9,823.137876,4,2,2,2,0,1,1,44.149473,-1,1,0,2,1.0,1,1,1,1
636,1,22.092634,2,4,3517.811859,0,2,0,1,0,1,1,27.4118,1,-1,0,2,2.0,1,1,1,1
637,3,26.274877,1,10,1595.54017,0,-1,3,2,0,2,3,35.236563,-1,-1,0,2,2.0,1,1,1,1
638,3,19.382745,4,0,6355.030434,0,1,1,1,0,2,1,30.030711,-1,0,1,2,1.0,0,1,1,1
639,0,12.022619,1,2,1447.734357,0,4,1,2,0,3,1,27.262532,0,-1,0,2,2.0,0,1,1,1
640,0,25.424989,2,0,6735.922346,0,4,3,2,0,3,1,41.183567,1,1,0,2,1.0,0,1,1,1
641,1,25.741934,1,6,3593.982327,0,4,1,2,0,3,1,37.344216,1,1,0,3,1.0,-1,1,1,1
642,0,16.808526,2,3,1603.222124,0,4,3,2,0,3,2,32.292447,1,1,0,2,1.0,1,1,1,1
643,3,14.650917,4,4,3731.490026,4,-1,1,1,1,3,0,22.847063,1,-1,1,2,1.0,-1,1,1,1
644,3,5.940479,2,3,970.523514,1,2,1,2,0,1,2,54.237098,-1,1,1,3,1.0,1,1,1,1
645,1,12.475233,2,4,897.389413,4,1,3,1,0,0,1,21.050667,0,0,0,1,1.0,0,1,1,1
646,1,24.730139,4,4,3987.216422,4,4,2,1,0,1,3,38.589022,1,-1,0,2,1.0,0,1,1,1
647,3,20.313634,2,10,2770.240964,0,-1,1,2,2,3,1,36.075286,1,-1,1,1,1.0,0,1,1,1
648,1,24.026708,2,1,3411.584067,0,1,3,2,0,0,3,58.023304,1,2,0,1,2.0,0,1,1,1
649,3,11.986804,4,4,738.406909,0,2,3,2,0,1,2,38.300069,-1,1,0,2,1.0,1,1,1,1
650,1,8.30562,2,10,1681.311901,1,4,1,2,0,1,1,57.962037,1,1,0,2,1.0,0,1,1,1
651,3,25.10069,4,0,3793.886982,4,4,2,1,0,1,0,20.483367,1,1,1,2,1.0,1,1,1,1
652,3,33.584474,2,7,6126.253902,0,-1,2,1,0,1,3,50.901413,-1,2,0,3,1.0,1,1,1,1
653,3,20.791066,2,4,177.75022,4,4,3,0,0,2,0,39.033266,0,1,0,1,1.0,0,1,1,1
654,1,11.878483,2,0,3077.099503,3,3,0,1,0,1,1,40.821101,1,0,1,2,1.0,0,0,1,1
655,1,19.267878,4,1,3903.52578,3,2,1,2,0,3,0,24.598044,1,1,0,2,1.0,1,1,1,1
656,2,21.765585,0,10,5862.622445,0,-1,1,1,0,3,2,32.829142,-1,1,1,2,1.0,0,1,1,1
657,1,23.438443,2,6,11311.467857,0,-1,1,1,0,1,2,27.082011,1,1,0,1,1.0,-1,1,1,1
658,1,17.932558,2,0,2382.835088,3,2,3,2,0,1,0,25.158983,1,1,0,1,2.0,1,1,1,1
659,3,12.386808,4,5,2366.83894,0,1,2,1,0,0,2,34.019264,0,1,0,2,1.0,0,1,1,1
660,1,12.086873,2,6,2638.339582,0,2,1,2,0,1,2,42.501928,1,-1,0,2,1.0,1,1,1,1
661,1,21.19777,4,0,1642.566277,1,2,3,2,0,1,0,32.563494,-1,1,2,1,2.0,0,1,1,1
662,1,38.993109,2,7,8059.315426,1,2,1,1,0,3,2,27.717681,-1,0,0,1,1.0,-1,1,1,1
663,2,6.603588,2,4,1428.008777,0,4,0,0,0,3,0,26.642794,0,1,0,2,1.0,0,1,1,1
664,1,23.998002,2,0,1315.385394,0,4,3,2,0,3,1,34.207874,1,1,0,2,1.0,1,1,1,1
665,2,34.144545,2,3,2134.934613,0,2,3,2,0,1,0,39.795053,1,1,0,2,1.0,0,1,1,1
666,2,11.708987,2,1,911.11045,0,0,3,2,0,3,0,24.975152,1,-1,0,3,1.0,1,1,1,1
667,0,17.53845,4,1,3245.563454,0,-1,0,2,2,1,2,27.560257,1,-1,1,1,1.0,0,1,1,1
668,2,21.912662,2,4,1382.834961,0,2,3,1,0,3,0,27.874159,1,-1,0,2,1.0,1,1,1,1
669,0,23.819543,2,0,771.445502,0,1,0,1,0,0,0,29.48075,-1,-1,0,3,1.0,1,1,1,1
670,2,20.350524,4,0,2451.991594,0,2,3,1,0,1,2,19.223524,0,1,0,1,1.0,0,1,1,1
671,0,4.978808,4,0,3983.584311,4,-1,0,1,0,1,2,33.052111,1,1,1,1,1.0,1,1,1,1
672,1,25.117708,2,4,1255.622662,3,2,3,3,0,0,0,36.868771,1,-1,0,2,1.0,1,1,1,1
673,3,20.313634,2,10,2770.240964,0,-1,1,2,2,3,1,36.075286,1,-1,1,1,1.0,0,1,1,1
674,2,20.053519,2,3,1805.704673,0,2,3,0,0,1,2,63.730498,0,1,0,2,1.0,0,1,1,1
675,0,23.458449,2,3,1311.038183,0,2,3,1,0,3,2,31.192591,1,1,0,2,1.0,0,1,1,1
676,0,5.600012,2,4,1129.533179,4,1,3,2,0,0,2,64.574124,1,1,0,2,2.0,1,1,1,1
677,0,11.873901,3,1,1197.149797,0,1,3,2,0,3,1,21.100052,0,2,1,2,1.0,0,1,1,1
678,1,32.025095,2,10,4340.331449,4,2,2,2,0,3,2,61.682672,1,0,0,2,1.0,-1,1,1,1
679,3,12.416756,2,4,1497.199008,4,1,3,2,0,0,0,28.749942,-1,1,0,2,1.0,1,1,1,1
680,1,19.674097,2,3,2661.135532,0,2,1,2,0,1,1,27.59909,1,-1,0,2,1.0,-1,1,1,1
681,0,18.141429,4,3,993.0687,0,1,3,3,0,3,1,29.183869,1,-1,2,2,1.0,1,1,1,1
682,2,37.525684,2,4,8013.319296,0,2,1,2,2,3,2,40.259532,1,1,0,2,1.0,0,1,1,1
683,1,41.641703,2,0,8700.248429,4,4,1,3,0,3,2,32.746083,-1,-1,0,2,1.0,-1,1,1,1
684,3,25.573561,4,4,2510.590876,0,0,3,2,0,2,0,52.034548,1,-1,0,1,2.0,0,1,1,1
685,1,19.733625,2,4,2243.267138,0,1,3,1,2,0,1,22.578278,1,1,0,2,1.0,0,1,1,1
686,0,16.360809,4,0,729.380489,0,3,0,2,0,2,0,24.224312,0,-1,0,2,2.0,1,1,1,1
687,2,7.329904,4,1,1359.994485,0,2,2,1,0,0,2,32.628606,1,1,1,3,1.0,1,1,1,1
688,0,7.843752,4,0,1052.137553,0,2,2,1,0,3,0,24.734028,1,1,1,2,2.0,0,1,1,1
689,0,17.499558,2,3,9008.773274,2,2,1,1,0,3,1,33.17137,1,1,0,2,1.0,0,1,1,1
690,1,14.134058,2,4,2289.737235,4,1,1,1,0,2,1,31.338339,-1,1,1,3,1.0,1,1,1,1
691,0,9.455663,2,4,2812.520424,0,-1,1,2,0,1,2,40.298416,1,1,3,2,2.0,1,1,1,1
692,3,12.00349,4,0,869.640629,2,4,3,3,0,2,0,74.288638,1,1,1,2,1.0,0,1,1,1
693,0,21.343556,2,4,13255.567015,0,3,1,2,0,3,3,29.068103,1,2,0,3,1.0,-1,1,1,1
694,1,18.941813,4,4,1978.841336,0,1,3,2,0,1,3,33.89118,1,2,0,1,2.0,0,1,1,1
695,1,16.165383,3,4,3628.495908,0,4,1,2,0,1,0,62.719433,0,1,0,2,1.0,0,1,1,1
696,0,12.19597,3,0,740.375723,0,2,3,1,0,1,3,27.463734,0,2,0,2,1.0,-1,1,1,1
697,0,16.360809,4,0,729.380489,0,3,0,2,0,2,0,24.224312,0,-1,0,2,2.0,1,1,1,1
698,2,44.004569,3,10,4213.292297,0,2,3,2,1,3,3,35.05459,1,2,1,1,1.0,-1,1,1,1
699,1,25.741934,1,6,3593.982327,0,4,1,2,0,3,1,37.344216,1,1,0,3,1.0,-1,1,1,1
700,0,8.692279,2,1,957.682586,0,1,1,2,0,3,2,39.182956,1,1,0,2,1.0,-1,1,1,1
701,0,39.85736,2,3,8417.545417,0,1,0,2,0,1,3,35.516334,-1,1,0,2,2.0,0,1,1,1
702,3,23.280914,4,3,957.35639,4,4,3,2,0,3,0,41.721246,1,1,0,2,1.0,0,1,1,1
703,0,12.173977,2,7,1630.616953,0,4,3,1,0,1,0,41.920135,1,1,0,2,1.0,0,1,1,1
704,2,12.144151,4,0,1303.554584,4,-1,3,3,0,1,3,57.335945,1,0,2,2,1.0,0,1,1,1
705,1,12.51865,4,10,2172.902656,1,1,3,1,0,1,0,20.922115,-1,1,0,2,1.0,-1,1,1,1
706,0,9.005455,2,7,1567.88673,1,-1,2,2,0,2,1,29.583144,0,0,0,2,1.0,0,1,1,1
707,3,48.546427,4,4,8147.554777,0,-1,2,2,2,2,1,40.994422,1,-1,0,1,1.0,-1,1,1,1
708,3,33.749162,4,0,2920.045763,0,-1,1,3,0,1,3,22.819541,-1,2,1,2,1.0,1,1,1,1
709,0,18.320792,4,3,7374.105357,0,2,1,3,0,3,3,60.208427,1,-1,1,2,1.0,1,1,1,1
710,3,11.42449,2,2,1002.211582,0,-1,3,2,0,3,2,28.449619,1,-1,0,3,1.0,1,1,1,1
711,0,6.55722,1,3,639.428167,0,4,3,1,0,1,1,38.591734,0,1,1,2,1.0,1,1,1,1
712,3,41.333592,2,3,4622.60968,2,1,1,1,2,1,1,27.04105,1,1,0,1,1.0,0,1,1,1
713,3,17.144846,2,3,1684.119441,0,3,3,2,0,3,0,29.165794,1,-1,0,2,1.0,-1,1,1,1
714,3,18.208753,4,4,3649.937695,4,4,2,2,0,3,0,54.668624,1,1,1,2,1.0,1,1,1,1
715,3,8.688877,4,1,1483.67899,4,1,2,2,0,0,2,66.73076,1,1,1,2,1.0,0,1,1,1
716,1,22.585059,4,10,11437.491639,1,2,1,2,0,3,1,24.519059,1,1,1,2,1.0,0,1,1,1
717,1,14.271693,2,10,1425.15652,0,-1,2,1,0,3,0,25.754326,-1,0,0,1,1.0,0,1,1,1
718,0,6.777759,2,0,1159.070238,0,4,0,2,1,3,3,32.763247,-1,2,0,2,1.0,0,1,1,1
719,3,40.434909,0,0,5078.414762,4,-1,3,3,0,3,0,43.546206,1,0,0,2,1.0,1,1,1,1
720,0,17.799962,4,7,8548.978532,1,1,0,2,0,0,3,31.28068,1,2,1,2,2.0,1,1,1,1
721,3,25.090676,2,0,1831.463618,0,3,3,1,0,1,2,23.241255,0,0,0,2,1.0,0,0,1,1
722,3,37.478161,4,0,6377.469397,2,2,3,2,0,3,2,29.420367,1,1,1,2,1.0,1,1,1,1
723,0,17.240882,1,0,1321.241126,1,4,1,2,0,3,2,34.794719,1,1,1,3,1.0,-1,1,1,1
724,0,31.561453,4,7,12233.203854,2,4,3,2,0,3,0,36.422517,0,1,0,2,2.0,1,1,1,1
725,1,8.189552,2,1,1025.765217,4,3,0,1,0,3,3,79.390335,1,2,0,2,1.0,-1,1,1,1
726,3,8.227358,2,0,1129.082294,3,-1,0,2,0,3,1,25.83181,-1,1,0,2,1.0,0,1,1,1
727,1,11.661271,0,0,7811.485184,2,3,1,2,0,1,1,55.402779,-1,1,1,2,1.0,0,1,1,1
728,1,45.237843,4,10,3274.119184,0,3,1,1,0,1,0,33.180943,1,1,0,3,1.0,-1,1,1,1
729,3,19.382745,4,0,6355.030434,0,1,1,1,0,2,1,30.030711,-1,0,1,2,1.0,0,1,1,1
730,0,33.498424,2,3,6027.993869,2,3,2,2,1,1,2,40.102106,1,0,0,1,1.0,-1,1,1,1
731,0,12.866844,2,4,11838.394855,0,2,3,2,0,1,2,54.725238,0,1,0,1,2.0,0,1,1,1
732,3,11.528624,3,0,1168.722566,1,2,3,2,0,3,2,35.622994,1,1,1,2,1.0,0,1,1,1
733,3,25.902116,4,1,1488.873591,3,4,3,1,0,2,1,55.36475,1,0,1,2,1.0,0,1,1,1
734,1,11.865612,2,1,3924.72869,0,-1,3,1,0,1,0,43.805761,1,1,0,3,1.0,1,1,1,1
735,3,19.799679,4,1,4614.503231,4,2,0,2,0,3,2,35.765495,1,-1,0,2,1.0,1,1,1,1
736,3,50.863288,3,0,2132.250532,0,0,2,3,0,3,2,33.98096,1,1,1,2,1.0,-1,1,1,1
737,3,22.451776,4,3,10719.632332,4,3,0,1,0,3,2,20.362928,-1,1,2,2,1.0,0,1,1,1
738,0,25.179407,1,10,2003.84154,0,2,1,2,0,1,1,33.780187,0,1,0,2,1.0,1,1,1,1
739,3,22.451776,4,3,10719.632332,4,3,0,1,0,3,2,20.362928,-1,1,2,2,1.0,0,1,1,1
740,3,4.469286,4,4,1352.444995,0,4,2,2,0,3,0,31.166552,-1,1,1,2,2.0,0,1,1,1
741,0,8.310326,2,4,4194.811733,0,3,0,1,0,2,0,23.501553,1,1,1,1,1.0,0,0,1,1
742,1,15.03246,2,3,2485.590174,4,0,3,2,0,0,2,52.549868,1,1,0,3,1.0,1,1,1,1
743,2,12.276508,2,0,1330.052629,0,-1,2,1,0,0,0,69.284141,1,1,0,1,1.0,0,1,1,1
744,3,44.04628,2,0,11004.454858,3,3,3,2,0,3,3,26.081974,-1,2,0,1,1.0,0,0,1,1
745,3,16.462946,2,4,2605.606687,4,4,2,2,0,3,2,27.724797,1,0,0,2,1.0,1,1,1,1
746,3,23.769792,1,4,711.343279,0,2,1,2,0,2,2,32.181364,0,1,0,2,2.0,0,1,1,1
747,0,8.651742,3,0,1191.672397,1,1,3,2,0,3,1,34.472586,0,-1,0,3,1.0,-1,1,1,1
748,3,12.21681,2,1,2081.305976,0,4,3,2,0,1,0,37.426445,1,1,0,2,1.0,0,1,1,1
749,3,8.675085,2,3,1684.409151,0,2,3,2,0,1,0,35.979766,1,0,0,2,2.0,1,1,1,1
750,2,36.436353,2,0,11347.959262,0,1,3,2,0,3,3,27.32901,1,-1,0,2,1.0,0,1,1,1
751,1,40.896606,2,1,6847.69378,0,-1,3,1,0,2,2,21.785992,1,1,0,1,1.0,0,1,1,1
752,3,24.533092,2,4,1050.127098,4,-1,1,2,0,2,0,56.719067,1,1,0,2,2.0,-1,1,1,1
753,0,23.755633,2,3,11133.680076,0,2,1,3,0,1,3,56.453886,1,0,0,1,1.0,0,1,1,1
754,0,19.397815,3,3,1658.351801,0,2,3,2,0,0,3,28.653431,1,2,1,2,1.0,0,1,1,1
755,1,6.350436,4,4,1627.442885,4,4,3,3,0,3,3,38.544822,1,1,0,2,1.0,1,1,1,1
756,1,25.350738,2,0,7453.761931,1,4,1,3,0,1,0,32.105828,-1,1,0,2,1.0,0,1,1,1
757,0,31.561453,4,7,12233.203854,2,4,3,2,0,3,0,36.422517,0,1,0,2,2.0,1,1,1,1
758,3,12.218415,2,3,767.75143,2,2,3,2,0,1,0,42.59233,1,1,0,2,2.0,0,1,1,1
759,0,7.428524,4,4,626.314913,1,-1,2,2,0,1,0,39.286594,1,1,0,2,1.0,0,1,1,1
760,2,11.923473,1,6,527.807856,0,-1,3,2,0,3,1,43.739166,2,0,0,1,1.0,0,1,1,1
761,1,16.271819,2,7,2206.940593,1,1,1,1,0,1,3,18.991167,1,2,0,1,1.0,-1,1,1,1
762,1,24.748949,2,1,4166.467139,3,0,0,2,0,1,3,31.385443,1,2,0,3,1.0,1,1,1,1
763,2,58.577011,2,3,11657.590343,0,4,3,2,0,2,3,62.992191,1,2,0,2,1.0,-1,1,1,1
764,3,6.956359,0,0,2329.145267,4,-1,1,1,0,2,0,41.023222,0,1,0,1,2.0,0,0,1,1
765,0,6.125341,4,4,2267.983682,0,-1,1,2,0,1,0,35.970526,1,1,1,1,2.0,0,1,1,1
766,3,11.26727,2,4,2039.849931,4,2,0,2,0,1,2,50.231225,1,1,0,2,2.0,0,1,1,1
767,3,17.804026,2,9,1448.558572,4,-1,3,2,0,1,2,33.614841,-1,1,0,2,2.0,1,1,1,1
768,3,24.516218,2,6,911.455005,0,4,3,1,1,1,3,32.413697,1,2,2,1,1.0,1,1,1,1
769,0,12.161446,2,1,2593.581287,0,4,1,2,0,1,2,30.036301,1,1,0,1,2.0,0,1,1,1
770,1,22.092634,2,4,3517.811859,0,2,0,1,0,1,1,27.4118,1,-1,0,2,2.0,1,1,1,1
771,2,19.103497,2,0,3623.172667,4,2,0,0,0,1,0,35.066279,1,-1,1,2,1.0,-1,1,1,1
772,1,35.14986,2,1,12205.234816,1,-1,3,1,0,0,1,28.646573,1,1,0,2,1.0,0,1,1,1
773,1,11.661271,0,0,7811.485184,2,3,1,2,0,1,1,55.402779,-1,1,1,2,1.0,0,1,1,1
774,1,15.765447,2,1,14869.029834,4,2,1,3,2,2,0,22.889802,1,1,0,2,1.0,0,1,1,1
775,3,7.7462,2,1,3753.896797,4,2,0,2,0,3,0,25.460505,1,1,0,2,1.0,-1,1,1,1
776,3,12.00349,4,0,869.640629,2,4,3,3,0,2,0,74.288638,1,1,1,2,1.0,0,1,1,1
777,2,35.102943,2,1,2771.111366,0,1,3,2,0,3,0,27.935346,1,1,0,2,1.0,0,1,1,1
778,2,42.175522,2,3,3815.153957,4,3,3,2,0,2,3,21.58737,1,2,1,2,1.0,1,1,1,1
779,3,24.516218,2,6,911.455005,0,4,3,1,1,1,3,32.413697,1,2,2,1,1.0,1,1,1,1
780,2,18.165667,2,4,1555.489707,4,4,3,1,2,3,1,24.970027,2,1,0,1,1.0,1,1,1,1
781,3,22.488523,2,0,819.524297,4,3,3,2,0,2,1,40.798543,0,-1,0,2,1.0,-1,1,1,1
782,1,17.514531,2,0,2867.043446,2,3,3,1,0,1,2,45.569615,1,1,1,2,1.0,0,1,1,1
783,3,24.707244,4,1,9152.124899,4,-1,3,2,0,3,3,61.75111,1,2,1,2,1.0,1,1,1,1
784,3,23.611267,4,0,3387.699559,2,2,3,1,0,3,2,22.220667,1,0,1,1,1.0,-1,1,1,1
785,0,31.003499,2,3,9773.526301,1,-1,2,2,0,1,1,43.705628,1,1,1,1,1.0,1,1,1,1
786,3,17.784698,2,0,3642.83473,1,-1,1,1,0,3,1,24.680582,1,-1,0,1,1.0,-1,1,1,1
787,1,8.189552,2,1,1025.765217,4,3,0,1,0,3,3,79.390335,1,2,0,2,1.0,-1,1,1,1
788,1,36.763507,2,1,10183.194795,0,-1,3,2,2,2,3,40.546608,0,0,0,2,2.0,1,1,1,1
789,2,21.912662,2,4,1382.834961,0,2,3,1,0,3,0,27.874159,1,-1,0,2,1.0,1,1,1,1
790,0,11.565504,2,3,1104.318346,0,2,3,2,0,1,3,23.318325,1,-1,0,2,1.0,1,1,1,1
